LastName*,FirstName*,Age*,Kids*,Married,SocialSecurityNum*
SHEA,HILDA,039,03,0,644836215
CLAYTON,MEGAN,015,01,0,589363194
LOWE,EILEEN,021,03,1,108110292
TORRES,FELICIDAD,013,01,0,585959192
MORENO,FRANKIE,019,01,1,025177205
ZAVALA,THEODORE,038,01,0,007662109
WOLFE,GIUSEPPE,021,00,1,392014591
ARCHER,LARAE,042,01,0,345676670
PARKS,CECILLE,011,01,0,305307078
BECKER,HERLINDA,048,03,1,108183496
KEMP,JAMIKA,007,00,1,005566036
CARRILLO,GLENN,047,01,0,103016540
GRAY,JAMEL,007,00,1,007120158
GONZALES,CAREY,034,02,0,648923886
MOON,BLONDELL,031,00,0,394541721
JOSEPH,RANA,051,01,1,084711321
LOGAN,LOIS,024,03,0,112408880
INGRAM,LAVONDA,021,01,0,022298635
HARDY,CLAIR,017,02,0,494570673
SCHAEFER,FREDRICK,053,07,0,093650664
HARRISON,WYNELL,030,00,0,026084190
MCMAHON,LIANNE,053,01,0,006680991
MASON,GEMMA,034,02,1,165812968
SANFORD,LAUREEN,055,01,0,634628073
SULLIVAN,TIMOTHY,029,00,1,068860279
MOYER,APOLONIA,017,01,1,313450757
MOLINA,RENEA,041,03,1,003626015
WEBB,DEWITT,018,07,1,216058406
DAY,BRONWYN,029,03,0,734489098
KERR,MADIE,049,02,1,041086485
TAYLOR,THELMA,015,00,0,152677675
DAVID,GISELE,070,01,1,021370982
DOUGHERTY,ADOLFO,056,05,1,038769888
HALE,MENDY,037,01,0,706036529
RIVERA,LEONEL,072,03,0,565427847
BURNS,JANETT,064,03,0,553652785
CONLEY,MAURA,082,02,1,091535034
YODER,MITCHELL,009,01,1,464771462
HOLMES,ISA,034,02,1,294302122
BECKER,ROBENA,029,01,1,246113222
REID,LOIDA,033,03,1,086474604
PONCE,FLORENCIO,021,02,1,126867601
HARMON,INDIRA,050,05,1,023761371
PETTY,HAN,078,03,0,036491499
WILSON,EMILIO,029,01,1,325846069
ROGERS,MAURA,015,03,1,138247738
GOULD,JULIENNE,051,02,1,044861387
WALTERS,ERLINE,051,03,1,546916106
LEON,JON,005,02,1,118681600
CHOI,LORELEI,090,02,1,330772597
SHEA,ODETTE,015,00,0,614915801
STEIN,ARVILLA,080,03,1,058156492
MOSS,VERONICA,066,03,0,021971766
PERKINS,JAMAR,075,00,0,043274691
MORRISON,GEORGIANA,081,00,0,302652591
OSBORN,KYM,004,00,1,023356719
ROBINSON,MERILYN,078,01,0,034194716
BURKE,YOKO,025,02,1,332096338
ROTH,BRET,074,02,0,185094669
MAYS,REID,015,00,0,155491216
GRANT,HOWARD,027,03,1,386632629
WARD,ROSALINA,031,00,1,054498489
WELCH,ROCHELL,010,00,0,085890201
PRESTON,ANDERA,017,03,0,195098322
CARLSON,YOLANDO,022,00,1,245608611
ACOSTA,CLAY,032,03,1,300244467
LARSON,CRUZ,046,01,0,449384299
PAYNE,PHUONG,054,01,0,244584755
MENDEZ,SHERRILL,024,00,0,478911357
CAMPOS,TAMBRA,015,02,0,304434848
HOBBS,GERRY,007,03,1,868416817
JORDAN,LEANA,051,00,1,010267680
SALAZAR,VICTOR,040,01,0,059918230
PARRISH,ROCHELLE,007,01,1,296955305
BULLOCK,MYESHA,053,00,1,829420472
DRAKE,ULA,045,03,0,493978912
WEAVER,TOBY,026,03,0,037617291
BUSH,HILDEGARD,072,00,1,208391029
RHODES,RAYMUNDO,027,00,0,154764386
STAFFORD,MELODY,016,03,0,174294353
ENGLISH,PRESTON,007,01,1,305306292
ROSALES,LEISA,031,02,0,359760918
DAY,YUK,043,02,1,599523103
HORN,TRINIDAD,012,02,0,032580671
KLEIN,VERNELL,079,00,0,030092677
CURRY,LASHAWNA,056,03,0,516360780
KIM,RAYMUNDO,002,02,0,012432740
CAIN,NETTIE,019,00,1,106561676
CALHOUN,ROGER,016,01,0,598000087
MCGUIRE,BYRON,029,02,0,144272995
SPEARS,EVANGELINA,044,02,1,884415288
VELEZ,LURLENE,003,01,1,141576893
SANTOS,CAMMIE,020,03,0,597554077
KIRK,BRIANNA,002,02,1,248919618
FRANCO,LANETTE,034,01,0,587483411
HAYNES,PATRICA,040,02,0,067081220
RUSSO,MIREILLE,040,00,0,481351255
SHIELDS,RINA,004,01,1,642520616
ATKINS,HAI,017,03,0,234408851
CANNON,VALERI,043,02,1,003433514
SCHMIDT,ELIA,077,02,0,019084720
CLAYTON,SORAYA,024,03,1,241642167
SIMMONS,ARIELLE,053,02,0,141939595
RUBIO,TAMEIKA,041,00,1,504051811
LUCERO,LEANA,062,03,1,131062385
RANDALL,HAYDEE,016,02,1,228391195
RICHMOND,AIMEE,022,03,1,404781325
PARSONS,ALFRED,011,01,0,018163677
FITZPATRICK,CASIMIRA,105,03,1,071242965
PARKER,VIRGIL,077,03,0,224810755
ESPARZA,ELAINA,052,01,0,581016884
KLINE,BRAD,038,02,0,059174069
KIRBY,SHELLIE,051,03,1,324501815
FOLEY,ANASTASIA,056,00,0,001204772
LANDRY,MARYLYNN,023,01,0,068923194
HERRING,QUIANA,014,01,0,195690303
BAUTISTA,CARROLL,006,03,0,685470416
CLAY,CARMAN,005,02,1,013125437
DURHAM,COLLEN,052,01,0,034840712
PONCE,LAWRENCE,005,01,1,122683851
WEBSTER,ANDREA,046,01,1,674983687
LOGAN,AMANDA,026,01,1,402518566
ROGERS,REYNALDA,032,03,0,067918699
FOSTER,NAKISHA,044,02,1,025884807
ROJAS,JONELLE,052,00,1,807207688
MCKNIGHT,TILLIE,054,00,0,110209690
HAMILTON,WILLETTE,032,01,1,128342927
HORN,BRIGETTE,095,02,0,066877143
BARNES,MICHAL,025,01,0,404526897
NORRIS,MADISON,008,02,1,939154195
KELLY,VICKY,018,02,1,724831221
BUCHANAN,ROMAN,049,00,1,023713056
COLLIER,CHRISTOPHER,046,00,1,804046751
BAUTISTA,MICHALE,075,03,0,344347756
MILES,JOANNA,013,02,1,211928901
HODGES,AILENE,012,03,1,087981622
KEITH,ANJANETTE,023,03,0,543945195
WOLF,GILBERT,040,01,0,501705906
ELLISON,DOMINIQUE,109,01,0,368029393
VINCENT,EDEN,035,03,0,211496711
KEITH,MARYANNE,047,03,1,488775955
CORDOVA,LI,074,00,1,078168886
PARK,LEISA,018,02,1,084312077
GAY,EMILEE,006,02,1,105312900
PEREZ,CAMELLIA,023,01,1,233027125
SHEPHERD,GERRI,001,02,1,406940722
PEREZ,JAMAR,023,00,1,107938383
KIRK,RUTHA,047,03,1,508714891
BRENNAN,DOYLE,057,03,0,468726495
GUTIERREZ,SHANDI,050,03,1,069846536
HOWARD,TRENTON,021,02,0,005200257
BRYAN,NATISHA,037,01,1,077187967
MENDOZA,ENEDINA,049,01,0,640652896
TOWNSEND,GILBERTE,036,02,1,709485539
AGUILAR,MADONNA,036,03,1,286074807
ROBERTS,RENATO,004,01,1,011966040
BALLARD,MARGUERITA,053,01,0,915796462
ROCHA,TONITA,015,04,0,124842149
FARLEY,DEBERA,038,00,0,636248706
REID,MOSE,004,00,0,261207493
YOUNG,ILIANA,026,00,0,056807021
STANTON,YEVETTE,071,02,0,045516957
QUINN,WILTON,052,01,1,671583774
SCHNEIDER,LUCILLA,006,00,1,267083764
OWEN,STACIE,004,02,0,223805959
NGUYEN,EDYTH,047,02,1,671538944
GREGORY,AMADO,014,03,0,782991912
HOOVER,JOCELYN,008,02,1,509405035
MONTOYA,ANISHA,046,02,1,320098745
PRICE,LANORA,071,02,1,076096055
SOLIS,HALLEY,045,03,0,090454590
BARRETT,SHAWN,074,03,1,436561119
BURTON,ILA,030,03,0,246607287
PORTER,MARIA,021,01,0,195624674
NEWTON,JAE,047,00,1,192473027
ROWE,JADA,027,01,1,010960658
DONOVAN,MARIANO,002,00,1,871298560
MASON,MIGUELINA,041,00,0,505942013
CRAIG,CRISTOPHER,060,03,0,297602001
CRAWFORD,NICHOLE,037,01,1,381620228
GALLAGHER,NED,088,03,0,633549883
GEORGE,CLEMMIE,040,02,1,304016701
SPENCE,SPENCER,054,01,1,094511105
CLAYTON,ARCELIA,014,03,0,446646235
HERNANDEZ,ELAINE,024,02,1,114320784
GRAY,DUDLEY,011,01,1,079210987
DODSON,DIAMOND,039,03,0,424546264
LANG,JEANNIE,003,02,0,226730727
DICKSON,LANE,007,03,1,237690495
GREGORY,AMEE,032,03,1,261583987
HUNTER,JACKI,052,02,1,950608172
ADKINS,LALA,065,03,1,104079427
SCOTT,MARK,006,02,1,098323903
HULL,REFUGIO,040,02,0,083996469
BRANCH,ELDA,099,03,0,455043693
MARQUEZ,DONALD,008,02,0,184008407
FOX,LENNIE,010,01,1,186465601
ARNOLD,MARGERET,018,03,0,966757868
ALVARADO,SHIZUE,011,00,0,068704821
GOLDEN,SYBLE,047,03,1,029761160
TRAN,FAY,055,00,1,014378795
BENTON,CAMERON,053,01,1,430317930
RIVAS,KAMALA,027,01,1,303643346
SELLERS,NENITA,050,02,1,509426302
SPEARS,HERMINIA,046,00,1,881578489
FREDERICK,NELLIE,012,00,0,033304935
HILL,ZELLA,036,00,1,111470248
BENTLEY,IRVIN,038,02,0,418991053
WOOD,KRISTIAN,044,01,1,624276060
SANDERS,JOANIE,045,01,0,112461782
HARRELL,TRANG,028,01,1,008001828
ANTHONY,CALISTA,018,01,0,134218184
FRENCH,CARLTON,023,03,0,008573996
BULLOCK,YON,012,02,0,155792576
WILLIS,JACQUILINE,026,01,1,249804810
GARZA,DULCE,024,01,0,279997605
MASSEY,VIVIENNE,024,00,0,272154615
HARRISON,ASA,012,03,1,391463399
GALLOWAY,AWILDA,043,01,1,120804847
BALDWIN,NELIA,040,01,1,335704220
MOYER,SANDI,043,03,1,006890619
DAY,FAUSTINA,007,00,0,428737462
HAYS,MAYOLA,043,03,0,200827068
OBRIEN,RICH,058,02,0,196197024
ARNOLD,BEATRICE,045,00,1,345044194
HARRINGTON,VERNA,018,01,1,170679365
MARSHALL,CECIL,018,00,1,450965847
LAWRENCE,LEEANN,031,03,1,173015248
THOMPSON,JANINE,001,02,0,200806245
CHEN,FLOR,018,02,1,500992683
LEVY,ELLI,062,01,0,151820035
NIXON,PRESTON,014,02,0,102566418
COLON,THOMASINA,049,01,0,115116619
DUNN,GUY,046,00,0,128275684
LEVINE,YOSHIE,080,03,1,180571567
BANKS,VICKIE,040,01,1,061188991
SPENCER,ELVIS,045,01,0,393551793
SOSA,CLELIA,011,02,1,069808038
KAISER,SHARYN,026,00,1,229044101
CASTRO,MOHAMMED,056,06,0,250740312
PIERCE,JANNIE,045,02,0,344464202
NEAL,MY,106,00,1,140047372
WINTERS,MITCH,003,00,1,284672996
HURLEY,CORNELIA,071,00,1,395508438
HARRINGTON,REGINALD,054,00,1,141240680
RUIZ,DIEDRA,039,00,0,000564588
STEWART,MAREN,012,01,1,186310289
CASTANEDA,JEAN,022,00,1,552366320
POWELL,ALBERTHA,029,00,0,312230823
PAUL,ARACELIS,038,00,1,131138131
BONILLA,LORE,056,00,1,175084425
ANDERSON,ARDELLA,059,01,1,064971288
SAMPSON,LAVENIA,031,01,0,038579233
BALDWIN,VELVET,018,03,0,244196635
RAY,CORAL,065,01,1,083877785
LYNN,TOMMIE,021,02,1,044814212
SWEENEY,CATHERN,028,02,1,830346457
OCONNOR,SUSY,043,00,1,050482639
HOBBS,SHILA,064,02,0,080092146
ROBERSON,DACIA,050,01,1,007353270
GAMBLE,ASUNCION,029,02,1,127415741
BLANKENSHIP,LAKESHA,016,01,0,052700866
PRICE,ROXANN,026,02,1,105377099
GILES,JAMAAL,065,01,0,120377194
DURAN,BESSIE,046,03,1,587839670
ARIAS,DEON,010,03,0,189864970
NASH,CHARLETTE,058,03,1,702658759
WOODARD,JAMEY,055,02,1,000755494
HOLMES,JENI,080,02,0,020131593
CLARKE,WINDY,034,02,0,093518000
BANKS,CALLIE,046,01,0,380245764
SHAFFER,GEARLDINE,047,01,0,013860130
MORROW,BART,042,02,0,209976738
LAMBERT,SHEENA,046,01,1,347633585
FISCHER,ZONA,012,03,1,030512327
WARE,RAVEN,061,03,1,437151674
KEITH,WILLODEAN,053,01,1,128988478
BECKER,GILBERT,048,02,0,181856681
ORTIZ,SHAKIA,011,03,1,409507798
SUTTON,PASQUALE,016,02,0,437414416
MERCER,PHILIP,067,02,1,420493049
SKINNER,INES,028,03,1,004576149
TRUJILLO,LUVENIA,057,01,1,041430082
BERG,LAURAN,015,03,0,357202341
PITTS,LONG,037,00,1,354717863
POWERS,TRACY,074,02,0,822855466
ROBLES,MEGHANN,027,02,0,357419357
BERGER,RUDOLF,062,03,1,322166869
BOONE,BERNA,043,01,0,513580338
SPEARS,PAZ,018,00,1,434432440
NGUYEN,MARILEE,062,02,1,338545634
GRAVES,SOPHIE,037,02,1,019793386
BRIGGS,ANASTASIA,021,00,1,113422630
WEAVER,VETA,024,00,0,316489901
PORTER,LAUNA,012,02,1,690782685
VELASQUEZ,NATALIE,032,02,0,048729231
RODRIGUEZ,IZETTA,031,03,0,236652939
ALLEN,BRODERICK,027,00,0,077509095
HARVEY,ALISON,052,03,0,423073505
CHARLES,RHONDA,038,03,0,302633962
DAVIES,IKE,068,06,0,173952417
TREVINO,KATHERINA,032,02,1,156614316
WARE,WILLETTA,006,02,1,805777006
HAYDEN,LOUIS,040,03,1,257118881
JOHNSON,PEGGY,054,00,1,820127676
DUDLEY,ENA,057,00,1,094752448
RICE,HARRIET,015,03,1,240063231
MONTES,DALE,052,00,1,433916094
SINGLETON,GRACIA,025,03,0,050854987
VAZQUEZ,OMAR,025,00,0,327471351
BRANDT,ALICA,055,03,0,240706512
WILLIS,ADRIENE,047,03,1,042086257
DENNIS,SHELTON,043,00,1,080707095
MORTON,SIDNEY,015,00,0,095867795
COCHRAN,MELVIN,044,03,0,269202277
ELLIS,JANISE,055,02,0,622953919
JACKSON,FRANCHESCA,008,03,1,661379511
STEVENS,LOTTIE,022,03,0,213457961
BARR,MARLO,002,02,0,081221540
GILLESPIE,ILUMINADA,027,00,0,506342661
DEAN,LORIS,042,01,1,184709460
BEASLEY,GRANVILLE,056,01,0,004200541
BECKER,VICTORINA,024,02,1,174866515
LANE,JACKQUELINE,037,01,0,864640446
MORGAN,DWAYNE,034,01,0,031213357
MORSE,MARYJO,009,01,0,565591648
LARA,AMBROSE,021,01,0,824683726
FARLEY,PANDORA,007,00,0,037778456
HUDSON,KHADIJAH,002,00,1,550839248
HORNE,MERVIN,093,01,0,030155188
KEMP,JESSICA,024,02,1,462746055
BREWER,LOUIS,049,00,0,278660041
LIU,DAPHNE,042,03,1,269841918
KLEIN,JULIUS,066,00,1,505878988
DUNCAN,LINWOOD,058,00,0,059994869
BROWNING,TRENTON,052,02,1,225957308
FRANKLIN,JEAN,007,01,0,351765929
MIDDLETON,URSULA,035,00,0,131989293
ALLISON,JULIETTE,047,01,0,072829316
BEAN,IRISH,024,00,1,169170117
VALENZUELA,SHELLY,009,00,0,092102269
DUFFY,JEFFRY,058,03,1,109154496
FLYNN,PAM,057,02,1,050728858
DAVIES,LAWANA,021,03,0,037943053
LEE,HUONG,025,03,1,444687214
SMALL,KENNA,001,01,1,289236295
GLASS,OLIVA,050,00,0,727135230
KIRBY,BRADLEY,005,00,1,218635808
HOLMES,DANA,023,02,0,087073978
FREDERICK,ALEXA,031,02,0,238594847
WEEKS,ROSENDO,056,02,0,309291486
LYONS,ALBERT,067,02,0,225176107
CASE,BERTRAM,023,00,0,459089749
MANN,PETE,060,00,0,060667678
HENDERSON,DARCY,052,03,0,041913543
DUKE,NATASHIA,034,00,0,094130346
STOKES,NAKESHA,042,02,1,857999977
HAYNES,CHARISSE,030,03,1,394814237
RAYMOND,LEOTA,072,03,1,045467891
ZHANG,PARTHENIA,055,01,1,063265675
MCLEAN,THERESIA,019,01,1,133826908
LARSEN,JOSE,005,01,0,316798735
GARRETT,CHELSEA,038,01,0,621212068
LYNN,JED,022,00,0,000604850
PITTMAN,MARGURITE,050,02,1,145353880
PATEL,AMIEE,005,03,1,385813707
BLACKBURN,RAYMOND,042,01,0,132362887
CHRISTIAN,GARLAND,011,02,0,137035459
MCGRATH,CLELIA,003,00,1,340676983
CARDENAS,ALEXANDER,026,03,0,282959775
MASON,DARRELL,019,06,0,052852988
DOWNS,JACLYN,039,02,1,023523640
DOUGLAS,SHIRLY,001,02,1,109728221
BARRETT,JENNEFER,012,01,0,217633417
BROCK,JOAN,004,01,0,124781054
MCKENZIE,TIFFANY,075,03,0,336048627
WALTER,SIBYL,027,02,1,590592439
RUSH,SHAWNNA,057,01,0,247229601
MANN,SAMMY,046,02,0,813397376
CONNER,KEITH,009,03,0,647975592
HENSON,DEJA,044,02,0,333645260
BLAIR,CHRISTAL,018,00,0,046134296
MORROW,RENAE,088,01,0,028133907
MCBRIDE,TYRONE,013,02,0,060685991
FITZGERALD,SHARILYN,001,03,0,463906115
WANG,CESAR,037,01,1,356290150
ARCHER,YEE,019,00,0,736433072
VAUGHAN,GIGI,035,03,1,037431251
SHEA,TAWANA,060,02,1,372299825
STRICKLAND,TARRA,021,02,0,096456843
GALLEGOS,KESHIA,086,02,0,620630755
VILLARREAL,STEVE,056,00,1,392754523
SIMMONS,KENTON,039,00,1,224824946
KANE,DARCIE,061,02,1,215204126
PENA,GASTON,075,07,0,004148836
BAUER,HEDY,053,00,1,356225988
SWANSON,ERA,054,01,1,044963500
MCPHERSON,INDIA,050,00,1,216412707
BELTRAN,REGAN,083,01,1,212793023
COPELAND,EMMY,076,02,1,034655114
TYLER,GERDA,036,03,0,225059640
DOYLE,SETH,037,01,1,822929838
BROWNING,LYNDSEY,018,03,0,210602551
VILLARREAL,BEVERLY,039,00,0,000424389
SAVAGE,FLORA,027,05,0,039875966
BRENNAN,LYNDSEY,029,02,0,071392776
MONROE,TRACIE,022,03,1,102615555
RICH,ADRIANNE,038,06,0,123618284
NELSON,MERIDITH,052,02,1,911665480
FITZPATRICK,SOPHIE,001,00,0,059833171
BENSON,LINN,024,03,0,020829884
HAYS,NORMA,040,03,0,076347384
WALTER,SANG,001,03,0,141196572
BOWMAN,HERLINDA,056,01,0,122825361
WOODARD,FRITZ,037,03,1,646094766
CHAVEZ,JANITA,072,01,0,184939917
JAMES,JOHNNA,039,03,1,161769866
AVERY,REX,026,02,1,070067828
LEON,ELKE,016,03,1,883344282
FRIEDMAN,CHAROLETTE,054,02,1,081717108
DOUGHERTY,HAE,063,02,0,407938125
TERRY,JOSE,064,02,0,854021364
OLIVER,SHYLA,025,00,0,086913337
PRUITT,RAFAEL,013,03,0,168994288
DAVIS,GLADY,035,03,0,111849786
LEACH,SYDNEY,010,00,0,245446074
CARDENAS,TAMEIKA,044,02,1,210998700
HART,LAKEESHA,005,01,0,568987449
WALL,TUAN,011,00,0,460848211
ACEVEDO,VALENTINE,041,01,0,631356218
ZIMMERMAN,GOLDEN,041,00,0,036871974
MOONEY,ASHLEY,014,03,1,595892566
REYNOLDS,MILFORD,067,02,0,168106780
MACIAS,BRITTNY,006,00,0,735900679
BECKER,ELWOOD,034,02,0,029303893
PATTON,FLOSSIE,043,02,0,038477136
JOHNSTON,QIANA,071,01,0,811618226
MERCADO,DRUCILLA,041,01,0,181071908
ESTRADA,GERTRUD,054,03,0,117558264
RAYMOND,JUNE,027,00,0,313859821
GRAHAM,MARGERET,018,00,0,434546181
SHARP,TRACEY,026,02,1,857229558
BARRY,LUPE,048,01,0,111284307
HURLEY,NANETTE,031,03,1,034236820
NAVARRO,EVITA,057,02,0,536015214
RODRIGUEZ,LOVE,001,00,0,046025781
KENT,PARTHENIA,012,01,1,427716247
GAINES,CARMELIA,059,00,1,354418830
BENTON,ARIANA,039,01,0,013023418
GAINES,DARLINE,013,04,0,278803084
HENSON,SANTOS,033,01,0,251761227
MORAN,MARQUIS,003,02,1,433921649
HANEY,EVELYNE,028,02,1,074745028
DAVIES,TANJA,050,02,1,464627360
ZHANG,OSCAR,035,00,1,419879057
DOMINGUEZ,ELLIS,003,00,1,085797769
HENSON,CRUZ,050,01,1,064227269
BALL,IMOGENE,054,01,1,253286394
TAYLOR,MYRA,031,02,0,347033270
BEST,LAURETTE,044,01,1,201817899
LEWIS,SUNNY,060,02,0,143838833
GRAVES,SCOTTIE,011,00,0,097186544
PECK,LAYLA,068,00,1,175861119
GRANT,DEIDRE,002,02,1,627877427
MCCALL,XIOMARA,013,08,1,280084331
BOWERS,DELOISE,012,01,1,616900449
DUDLEY,NOEL,049,02,0,272130380
LANDRY,EMERSON,012,02,0,206956485
MURRAY,LINDSEY,052,00,1,038065599
CERVANTES,ARNETTA,058,01,0,002226212
ORTIZ,KRIS,001,01,0,585124230
GRANT,MIKA,014,01,0,041284102
LITTLE,JAVIER,030,01,1,179219340
PARRISH,VERNITA,005,01,1,529393450
ROSE,STEPANIE,028,00,0,357473435
NIELSEN,DEVONA,076,03,1,333310410
RILEY,MARI,052,03,1,277059008
VALENZUELA,LORY,020,01,0,371736789
TUCKER,YASMIN,047,00,1,139615106
PARSONS,FRANSISCA,023,03,0,144910988
RUIZ,ANTONIO,001,03,0,067774959
KAUFMAN,ALEXANDRIA,052,01,0,553958720
HOGAN,MIKA,015,02,0,416287170
MORROW,SHERRIL,005,00,1,347407598
WALTER,STEVEN,043,02,1,266859494
RODRIGUEZ,HERMINA,040,00,0,308045781
IRWIN,JAMILA,043,03,0,552786174
MCKENZIE,HOSEA,041,02,1,050521697
HUBER,GREGORY,054,03,1,063855033
BRAUN,EVETTE,001,02,0,044642853
MOYER,FRANCISCO,026,03,0,279894922
PAGE,MAURA,053,02,0,465255326
KIRK,JENELLE,019,01,1,377753073
NOBLE,MARIETTA,008,07,1,009963739
DAVENPORT,STEFANIA,030,00,0,387683854
COHEN,DARRELL,017,03,1,391865507
VALENTINE,KRISTEN,044,01,0,074082984
POWELL,REGENA,018,03,1,038662692
HARDING,GUSTAVO,033,02,1,495667443
DANIELS,KAYLEE,005,02,0,300998268
HICKS,GERRY,068,03,0,017978155
MOORE,DORLA,052,00,0,047827710
GALLAGHER,KERA,049,02,0,050606909
FITZPATRICK,GWEN,011,03,1,061734703
FLOYD,GERALD,019,02,1,052487383
ROGERS,DIANNA,022,00,1,015071208
BURKE,EDEN,107,02,0,591881938
HAAS,CLAYTON,001,01,1,493506109
OWENS,ALLEN,047,02,1,296400305
PADILLA,BREANA,048,00,0,276943263
LAWRENCE,ODELL,003,03,1,476503675
PECK,FRANCHESCA,018,04,0,495391632
DAY,NELIDA,051,03,0,451412816
PRESTON,LAUREN,021,01,1,021103801
GILBERT,FRANCIS,045,03,1,366441117
RASMUSSEN,ARDELL,031,03,1,234114643
ESPINOZA,JEANETTE,049,01,1,004157829
COCHRAN,KELLE,043,03,0,033802458
GUTIERREZ,AUDREY,020,00,1,366511179
SMALL,WILLENA,001,01,1,072392278
CHRISTIAN,SHERA,023,02,1,787290580
JENNINGS,TENISHA,049,02,0,494301221
MANNING,LUANNA,017,01,1,286056880
NORTON,SHAWN,044,01,0,079882352
SANFORD,TANA,032,01,0,390788753
SMITH,DONA,005,01,1,012044478
DICKSON,CHRISTIANA,010,00,0,652564170
MCLAUGHLIN,STEPHEN,056,02,0,155641911
KLINE,SYBLE,035,02,0,057445832
SAUNDERS,DANNIE,041,00,1,640357486
PERKINS,DEEANNA,058,03,0,015366007
WHITAKER,STEPHEN,052,02,1,004783138
MUNOZ,LAURENCE,009,02,0,559522821
CASEY,LERA,103,03,1,535716431
REESE,JAMIE,009,01,1,172196746
ALVARADO,BRITT,019,01,1,033558923
ROTH,KENYATTA,048,00,1,430785229
HUANG,FLORENE,090,00,1,415376859
JOYCE,JANINA,031,01,1,902222522
JONES,CASIE,028,02,1,085872788
MCLEAN,SHARMAINE,053,00,0,133977104
GRANT,CEDRICK,017,01,1,523663337
DRAKE,TERRANCE,075,03,0,134341504
ROJAS,LENORE,026,00,1,026562741
PRINCE,RIMA,082,03,0,550739355
ANDRADE,DEANN,011,03,0,072253313
PENNINGTON,IRISH,044,03,1,148752628
HAYDEN,VITO,009,03,1,400363305
WEST,IRWIN,038,02,1,390931355
ANTHONY,ETTIE,072,01,0,190735992
LUNA,CRISTEN,033,02,0,022230286
IBARRA,SHAWN,031,03,0,540911677
DONOVAN,ELAYNE,029,02,0,485517143
MEDINA,STEPHAINE,059,02,1,051794113
CISNEROS,EBONIE,038,01,0,492345356
RUSH,DALLAS,049,03,1,250157592
MCGRATH,SHELLEY,012,00,0,080719372
DYER,FERNANDE,031,03,0,444809248
CALDERON,MARHTA,008,02,1,299247589
LEVINE,DYAN,010,01,0,220881284
WEAVER,ADAM,029,02,0,147816237
HAMMOND,JOSEFA,059,01,0,119623126
TANNER,ALEXANDER,023,03,1,013608765
FRITZ,LAVONDA,038,03,0,228076023
MCCALL,MAGDALENE,043,00,0,310977400
WILSON,ROSELYN,002,03,1,105855282
MERCADO,ALEXANDRA,036,03,1,142417194
WEISS,ANGELIQUE,027,00,1,231616728
BANKS,CLARETTA,005,01,0,219051195
WILCOX,MARCELINO,025,02,1,117736891
RICHARDS,LAUREL,012,01,1,010692732
BUCK,CORA,023,03,1,070495442
BRYAN,DEMETRIUS,041,03,0,316946532
BOND,LUDIE,051,01,0,181311387
GARNER,MARLIN,010,02,1,387157682
RICHARDSON,ROSETTA,043,01,1,094244498
MONTES,YUNG,030,03,0,108007697
MCFARLAND,JOLINE,060,03,0,178877216
YODER,JENA,052,00,1,030197432
HUFFMAN,DAVID,069,03,1,061167826
LEWIS,SANFORD,040,02,0,066465463
BATES,RIVKA,046,01,0,353106531
LEVINE,TRAVIS,013,00,0,169368620
WILLIS,HYUN,028,01,1,044725500
WRIGHT,SHERLEY,062,01,1,723912280
DEAN,ROBBIE,051,02,1,149320289
CHOI,DEANGELO,021,00,0,062201617
HUERTA,ZOILA,025,00,1,067400301
SMITH,TERISA,014,02,0,012308350
NOVAK,ERROL,045,00,0,029210237
FRITZ,BRENDON,007,01,1,008208561
PATTON,EULAH,001,02,0,000352503
CHURCH,LESLI,073,01,0,322215577
FORD,NANCEY,031,03,1,493267296
HUNT,QUIANA,015,00,1,639402970
BOYER,SHAY,039,03,0,745649121
ORR,ELINA,016,01,1,001827337
WATERS,LARAE,054,00,0,235840461
IBARRA,NANCI,056,02,1,019036623
ALVAREZ,LIONEL,040,02,0,439902188
LINDSEY,ARLETHA,036,03,0,396383333
WILKINSON,HASSAN,069,01,0,029709785
CHAMBERS,MYLES,045,02,0,308493031
BAUTISTA,ROSIA,046,01,0,396265598
SIMMONS,REGINALD,023,01,0,101048416
DOUGHERTY,REGINIA,029,02,1,185240857
HARPER,JIMMIE,017,03,1,516949436
RODGERS,QUEEN,059,00,1,305546463
LOVE,DEXTER,031,03,0,149720041
ANDERSEN,GENIE,034,00,1,498906848
DANIELS,MARIE,025,02,1,007228905
WYATT,JOSHUA,016,02,1,282971645
CHARLES,MICKI,053,01,1,534408149
GREGORY,KAYLA,040,00,0,007796408
CRAIG,CORY,001,01,0,424152155
RIVERS,DANUTA,019,00,1,013834472
GATES,DELMAR,067,03,0,074546948
MANN,MARISA,021,03,0,113625366
OBRIEN,ALEXANDRA,053,01,0,684307853
TRUJILLO,CARROL,016,01,1,278852040
WEISS,MYRTIS,037,00,0,210876097
MALONE,DANETTE,036,03,0,314925547
BOYER,JACQUELYN,016,03,0,352677640
LAM,GAYNELL,059,01,0,455659552
NICHOLSON,CLAUDIE,069,01,0,520094258
RICHARD,THALIA,051,00,1,573061598
HENRY,CAITLIN,034,00,0,043197782
CARLSON,ADALINE,067,00,0,258329030
MCCOY,RAMIRO,047,01,0,502434030
NICHOLS,DAMION,039,03,0,137209421
POWELL,ALMETA,065,01,0,455851224
GLASS,LAKISHA,006,01,1,313731793
PONCE,CAROLA,032,03,1,213036009
GREGORY,CLARIBEL,028,01,1,215688137
